reaction,metabolite,name,formula,carbon_atom
25DKGLCNtex,25dkglcn_p,"2,5-diketo-D-gluconate",C6H7O7,Presence
2AGPE120tipp,2agpe120_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0),C17H36NO7P,Presence
2AGPE120tipp,2agpe120_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0),C17H36NO7P,Presence
2AGPE141tipp,2agpe141_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),C19H38NO7P,Presence
2AGPE141tipp,2agpe141_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),C19H38NO7P,Presence
2AGPE161tipp,2agpe161_p,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1),C21H42NO7P,Presence
2AGPE161tipp,2agpe161_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1),C21H42NO7P,Presence
2AGPG120tipp,2agpg120_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0),C18H36O9P,Presence
2AGPG120tipp,2agpg120_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0),C18H36O9P,Presence
2AGPG140tipp,2agpg140_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0),C20H40O9P,Presence
2AGPG140tipp,2agpg140_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0),C20H40O9P,Presence
2AGPG141tipp,2agpg141_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1),C20H38O9P,Presence
2AGPG141tipp,2agpg141_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1),C20H38O9P,Presence
2AGPG160tipp,2agpg160_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0),C22H44O9P,Presence
2AGPG160tipp,2agpg160_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0),C22H44O9P,Presence
2AGPG161tipp,2agpg161_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1),C22H42O9P,Presence
2AGPG161tipp,2agpg161_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1),C22H42O9P,Presence
2AGPG180tipp,2agpg180_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0),C24H48O9P,Presence
2AGPG180tipp,2agpg180_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0),C24H48O9P,Presence
2AGPG181tipp,2agpg181_p,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1),C24H46O9P,Presence
2AGPG181tipp,2agpg181_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1),C24H46O9P,Presence
2AGPGAT140,2agpg140_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0),C20H40O9P,Presence
2AGPGAT140,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
2AGPGAT140,ttdca_c,Tetradecanoate (n-C14:0),C14H27O2,Presence
2AGPGAT140,amp_c,AMP C10H12N5O7P,C10H12N5O7P,Presence
2AGPGAT140,pg140_c,"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",C34H66O10P,Presence
2AGPGAT160,2agpg160_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0),C22H44O9P,Presence
2AGPGAT160,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
2AGPGAT160,hdca_c,Hexadecanoate (n-C16:0),C16H31O2,Presence
2AGPGAT160,amp_c,AMP C10H12N5O7P,C10H12N5O7P,Presence
2AGPGAT160,pg160_c,"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",C38H74O10P,Presence
2AGPGAT180,2agpg180_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0),C24H48O9P,Presence
2AGPGAT180,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
2AGPGAT180,ocdca_c,Octadecanoate (n-C18:0),C18H35O2,Presence
2AGPGAT180,amp_c,AMP C10H12N5O7P,C10H12N5O7P,Presence
2AGPGAT180,pg180_c,"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",C42H82O10P,Presence
2AGPGAT181,2agpg181_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1),C24H46O9P,Presence
2AGPGAT181,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
2AGPGAT181,ocdcea_c,Octadecenoate (n-C18:1),C18H33O2,Presence
2AGPGAT181,amp_c,AMP C10H12N5O7P,C10H12N5O7P,Presence
2AGPGAT181,pg181_c,"Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)",C42H78O10P,Presence
2DDARAA,2ddara_c,2-dehydro-3-deoxy-D-arabinonate,C5H7O5,Presence
2DDARAA,gcald_c,Glycolaldehyde,C2H4O2,Presence
2DDARAA,pyr_c,Pyruvate,C3H3O3,Presence
2DGLCNRx,2dhglcn_c,2-Dehydro-D-gluconate,C6H9O7,Presence
2DGLCNRx,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
2DGLCNRx,glcn_c,D-Gluconate,C6H11O7,Presence
2DGLCNRx,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
2DGLCNRy,2dhglcn_c,2-Dehydro-D-gluconate,C6H9O7,Presence
2DGLCNRy,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
2DGLCNRy,glcn_c,D-Gluconate,C6H11O7,Presence
2DGLCNRy,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
2DGULRGx,2dhguln_c,2-Dehydro-L-gulonate,C6H9O7,Presence
2DGULRGx,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
2DGULRGx,glcn_c,D-Gluconate,C6H11O7,Presence
2DGULRGx,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
2DGULRGy,2dhguln_c,2-Dehydro-L-gulonate,C6H9O7,Presence
2DGULRGy,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
2DGULRGy,glcn_c,D-Gluconate,C6H11O7,Presence
2DGULRGy,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
2DGULRx,2dhguln_c,2-Dehydro-L-gulonate,C6H9O7,Presence
2DGULRx,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
2DGULRx,idon__L_c,L-Idonate,C6H11O7,Presence
2DGULRx,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
2DGULRy,2dhguln_c,2-Dehydro-L-gulonate,C6H9O7,Presence
2DGULRy,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
2DGULRy,idon__L_c,L-Idonate,C6H11O7,Presence
2DGULRy,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
2DHGLCK,2dhglcn_c,2-Dehydro-D-gluconate,C6H9O7,Presence
2DHGLCK,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
2DHGLCK,6p2dhglcn_c,6-Phospho-2-dehydro-D-gluconate,C6H11O10P,Presence
2DHGLCK,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
2DHGLCNkt_tpp,2dhglcn_p,2-Dehydro-D-gluconate,C6H9O7,Presence
2DHGLCNkt_tpp,2dhglcn_c,2-Dehydro-D-gluconate,C6H9O7,Presence
2DHPFALDL,2dhp_c,2-Dehydropantoate,C6H9O4,Presence
2DHPFALDL,3mob_c,3-Methyl-2-oxobutanoate,C5H7O3,Presence
2DHPFALDL,fald_c,Formaldehyde,CH2O,Presence
2HH24DDH,2hh24dd_c,2-Hydroxyhepta-2-4-dienedioate,C7H6O5,Presence
2HH24DDH,4h2kpi_c,4-Hydroxy-2-ketopimelate,C7H8O6,Presence
2HH24DDH1,2hh24dd_c,2-Hydroxyhepta-2-4-dienedioate,C7H6O5,Presence
2HH24DDH1,24dhhed_c,"2,4-Dihydroxyhept-2-enedioate",C7H8O6,Presence
2INSD,2ins_c,2-Inosose,C6H10O6,Presence
2INSD,dkdi_c,"D-2,3-Diketo 4-deoxy-epi-inositol",C6H8O5,Presence
2PGLYCt6,2pglyc_e,2-Phosphoglycolate,C2H2O6P,Presence
2PGLYCt6,2pglyc_c,2-Phosphoglycolate,C2H2O6P,Presence
34DHPACDO,34dhpacet_c,3-4-Dihydroxyphenylacetate,C8H7O4,Presence
34DHPACDO,5cmhmsa_c,2-Hydroxy-5-carboxymethylmuconate-Semialdehyde,C8H6O6,Presence
3AIBT2,ala__L_c,L-Alanine,C3H7NO2,Presence
3AIBT2,mmtsa_c,(S)-Methylmalonate semialdehyde,C4H5O3,Presence
3AIBT2,3aib_c,L-3-Amino-isobutanoate,C4H9NO2,Presence
3AIBT2,pyr_c,Pyruvate,C3H3O3,Presence
3AMACHYD,3amac_c,3-Aminoacrylate,C3H4NO2,Presence
3AMACHYD,msa_c,Malonate semialdehyde,C3H3O3,Presence
3AMPt6,3amp_e,3  AMP C10H12N5O7P,C10H12N5O7P,Presence
3AMPt6,3amp_c,3  AMP C10H12N5O7P,C10H12N5O7P,Presence
3CMPt6,3cmp_e,3  CMP C9H12N3O8P,C9H12N3O8P,Presence
3CMPt6,3cmp_c,3  CMP C9H12N3O8P,C9H12N3O8P,Presence
3HAACOAT80,3hoctACP_c,(R)-3-Hydroxyoctanoyl-[acyl-carrier protein],C392H617N96O144P0S3,Presence
3HAACOAT80,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
3HAACOAT80,ACP_c,Acyl carrier protein,C384H603N96O142P0S3,Presence
3HAACOAT80,R_3hocoa_c,(R)-Hydroxyoctanoyl-CoA,C29H46N7O18P3S,Presence
3HAD80,3hoctACP_c,(R)-3-Hydroxyoctanoyl-[acyl-carrier protein],C392H617N96O144P0S3,Presence
3HAD80,toct2eACP_c,Trans-Oct-2-enoyl-[acyl-carrier protein],C392H615N96O143P0S3,Presence
3HBCOAHL,3hibutcoa_c,(S)-3-Hydroxyisobutyryl-CoA,C25H38N7O18P3S,Presence
3HBCOAHL,3hmp_c,3-Hydroxy-2-methylpropanoate,C4H7O3,Presence
3HBCOAHL,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
3MBtex,3mb_e,3-Methylbutanoic acid,C5H9O2,Presence
3MBtex,3mb_p,3-Methylbutanoic acid,C5H9O2,Presence
3NTD2pp,3ump_p,3  UMP C9H11N2O9P,C9H11N2O9P,Presence
3NTD2pp,uri_p,Uridine,C9H12N2O6,Presence
3NTD4pp,3cmp_p,3  CMP C9H12N3O8P,C9H12N3O8P,Presence
3NTD4pp,cytd_p,Cytidine,C9H13N3O5,Presence
3NTD7pp,3amp_p,3  AMP C10H12N5O7P,C10H12N5O7P,Presence
3NTD7pp,adn_p,Adenosine,C10H13N5O4,Presence
3NTD9pp,3gmp_p,Guanosine 3  phosphate C10H12N5O8P,C10H12N5O8P,Presence
3NTD9pp,gsn_p,Guanosine,C10H13N5O5,Presence
3NUCLE1,3amp_c,3  AMP C10H12N5O7P,C10H12N5O7P,Presence
3NUCLE1,adn_c,Adenosine,C10H13N5O4,Presence
3NUCLE2,3ump_c,3  UMP C9H11N2O9P,C9H11N2O9P,Presence
3NUCLE2,uri_c,Uridine,C9H12N2O6,Presence
3NUCLE3,3cmp_c,3  CMP C9H12N3O8P,C9H12N3O8P,Presence
3NUCLE3,cytd_c,Cytidine,C9H13N3O5,Presence
3NUCLE4,3gmp_c,Guanosine 3  phosphate C10H12N5O8P,C10H12N5O8P,Presence
3NUCLE4,gsn_c,Guanosine,C10H13N5O5,Presence
3OADPCOAT,3oxoadp_c,3-Oxoadipate,C6H6O5,Presence
3OADPCOAT,succoa_c,Succinyl-CoA,C25H35N7O19P3S,Presence
3OADPCOAT,oxadpcoa_c,3-Oxoadipyl-CoA,C27H37N7O20P3S,Presence
3OADPCOAT,succ_c,Succinate,C4H4O4,Presence
3OXCOAT,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
3OXCOAT,oxadpcoa_c,3-Oxoadipyl-CoA,C27H37N7O20P3S,Presence
3OXCOAT,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
3OXCOAT,succoa_c,Succinyl-CoA,C25H35N7O19P3S,Presence
3PEPTabcpp,LalaDgluMdap_p,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",C15H25N4O8,Presence
3PEPTabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
3PEPTabcpp,LalaDgluMdap_c,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",C15H25N4O8,Presence
3PEPTabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
3PEPTtex,LalaDgluMdap_e,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",C15H25N4O8,Presence
3PEPTtex,LalaDgluMdap_p,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",C15H25N4O8,Presence
3SALATAi,3sala_c,3-Sulfino-L-alanine,C3H5NO4S,Presence
3SALATAi,akg_c,2-Oxoglutarate,C5H4O5,Presence
3SALATAi,3snpyr_c,3-Sulfinopyruvate,C3H2O5S,Presence
3SALATAi,glu__L_c,L-Glutamate,C5H8NO4,Presence
3UMPt6,3ump_e,3  UMP C9H11N2O9P,C9H11N2O9P,Presence
3UMPt6,3ump_c,3  UMP C9H11N2O9P,C9H11N2O9P,Presence
4ABUTD,4abutn_c,4-Aminobutanal,C4H10NO,Presence
4ABUTD,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
4ABUTD,4abut_c,4-Aminobutanoate,C4H9NO2,Presence
4ABUTD,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
4ABUTabcpp,4abut_p,4-Aminobutanoate,C4H9NO2,Presence
4ABUTabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
4ABUTabcpp,4abut_c,4-Aminobutanoate,C4H9NO2,Presence
4ABUTabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
4CMLCL_kt,4cml_c,4-Carboxymuconolactone,C7H4O6,Presence
4CMLCL_kt,5odhf2a_c,"5-Oxo-4,5-dihydrofuran-2-acetate",C6H5O4,Presence
4CMLCL_kt,co2_c,CO2 CO2,CO2,Presence
4H2KPILY,4h2kpi_c,4-Hydroxy-2-ketopimelate,C7H8O6,Presence
4H2KPILY,pyr_c,Pyruvate,C3H3O3,Presence
4H2KPILY,sucsal_c,Succinic semialdehyde,C4H5O3,Presence
4HALDD,4hoxpacd_c,4-Hydroxyphenylacetaldehyde,C8H8O2,Presence
4HALDD,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
4HALDD,4hphac_c,4-Hydroxyphenylacetate,C8H7O3,Presence
4HALDD,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
4HBADH,4hba_c,4-Hydroxy-benzyl alcohol,C7H8O2,Presence
4HBADH,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
4HBADH,4hbald_c,4-Hydroxybenzaldehyde,C7H6O2,Presence
4HBADH,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
4HBALDt2pp,4hbald_p,4-Hydroxybenzaldehyde,C7H6O2,Presence
4HBALDt2pp,4hbald_c,4-Hydroxybenzaldehyde,C7H6O2,Presence
4HBALDtex,4hbald_e,4-Hydroxybenzaldehyde,C7H6O2,Presence
4HBALDtex,4hbald_p,4-Hydroxybenzaldehyde,C7H6O2,Presence
4HBHYOX,4hbz_c,4-Hydroxybenzoate,C7H5O3,Presence
4HBHYOX,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
4HBHYOX,34dhbz_c,"3,4-Dihydroxybenzoate",C7H5O4,Presence
4HBHYOX,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
4HBZt3pp,4hbz_c,4-Hydroxybenzoate,C7H5O3,Presence
4HBZt3pp,4hbz_p,4-Hydroxybenzoate,C7H5O3,Presence
4HBZtex,4hbz_e,4-Hydroxybenzoate,C7H5O3,Presence
4HBZtex,4hbz_p,4-Hydroxybenzoate,C7H5O3,Presence
4HDPROO,4hpro_DC_c,Cis 4 Hydroxy D proline,C5H9NO3,Presence
4HDPROO,ficytc_c,Ferricytochrome c C42H52FeN8O6S2,C33FeH31N4O4,Presence
4HDPROO,1py4h3c_c,1 pyrroline 4 hydroxy 2 carboxylate,C5H6NO3,Presence
4HDPROO,focytc_c,Ferrocytochrome c C42H53FeN8O6S2,C33H32FeN4O4,Presence
4HOXPACMON,4hoxpac_c,4 Hydroxyphenylacetic acid C8H8O3,C8H7O3,Presence
4HOXPACMON,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
4HOXPACMON,34dhpacet_c,3-4-Dihydroxyphenylacetate,C8H7O4,Presence
4HOXPACMON,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
4HOXPACt2pp_1,4hoxpac_p,4 Hydroxyphenylacetic acid C8H8O3,C8H7O3,Presence
4HOXPACt2pp_1,4hoxpac_c,4 Hydroxyphenylacetic acid C8H8O3,C8H7O3,Presence
4HPROE,4hpro_LT_c,Trans 4 Hydroxy L proline C5H9NO3,C5H9NO3,Presence
4HPROE,4hpro_DC_c,Cis 4 Hydroxy D proline,C5H9NO3,Presence
4HPRO_LT_Et,4hpro_LT_e,Trans 4 Hydroxy L proline C5H9NO3,C5H9NO3,Presence
4HPRO_LT_Et,4hpro_LT_c,Trans 4 Hydroxy L proline C5H9NO3,C5H9NO3,Presence
4HTHRA,4hthr_c,4-Hydroxy-L-threonine,C4H9NO4,Presence
4HTHRA,gcald_c,Glycolaldehyde,C2H4O2,Presence
4HTHRA,gly_c,Glycine,C2H5NO2,Presence
4HTHRK,4hthr_c,4-Hydroxy-L-threonine,C4H9NO4,Presence
4HTHRK,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
4HTHRK,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
4HTHRK,phthr_c,O-Phospho-4-hydroxy-L-threonine,C4H8NO7P,Presence
4HTHRS,phthr_c,O-Phospho-4-hydroxy-L-threonine,C4H8NO7P,Presence
4HTHRS,4hthr_c,4-Hydroxy-L-threonine,C4H9NO4,Presence
4IZ5PPH,4izp_c,4-Imidazolone-5-propanoate,C6H7N2O3,Presence
4IZ5PPH,nflgln_c,N-Formimino-L-glutamate,C6H9N2O4,Presence
4PEPTabcpp,LalaDgluMdapDala_p,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",C18H30N5O9,Presence
4PEPTabcpp,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
4PEPTabcpp,LalaDgluMdapDala_c,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",C18H30N5O9,Presence
4PEPTabcpp,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
4PEPTtex,LalaDgluMdapDala_e,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",C18H30N5O9,Presence
4PEPTtex,LalaDgluMdapDala_p,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",C18H30N5O9,Presence
4hoxpactex,4hoxpac_e,4 Hydroxyphenylacetic acid C8H8O3,C8H7O3,Presence
4hoxpactex,4hoxpac_p,4 Hydroxyphenylacetic acid C8H8O3,C8H7O3,Presence
5DGLCNR,5dglcn_c,5-Dehydro-D-gluconate,C6H9O7,Presence
5DGLCNR,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
5DGLCNR,glcn_c,D-Gluconate,C6H11O7,Presence
5DGLCNR,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
5DH4DGLCD,5dh4dglc_c,5-Dehydro-4-deoxy-D-glucarate,C6H6O7,Presence
5DH4DGLCD,25dop_c,2 5 Dioxopentanoate C5H5O4,C5H5O4,Presence
5DH4DGLCD,co2_c,CO2 CO2,CO2,Presence
5DKGR,glcn_c,D-Gluconate,C6H11O7,Presence
5DKGR,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
5DKGR,5dglcn_c,5-Dehydro-D-gluconate,C6H9O7,Presence
5DKGR,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
5DOAN,dad_5_c,5'-Deoxyadenosine,C10H13N5O3,Presence
5DOAN,5drib_c,5'-deoxyribose,C5H10O4,Presence
5DOAN,ade_c,Adenine,C5H5N5,Presence
5HPUDICDC_c,5houdic_c,"5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate",C5H5N4O5,Presence
5HPUDICDC_c,alltn_c,Allantoin,C4H6N4O3,Presence
5HPUDICDC_c,co2_c,CO2 CO2,CO2,Presence
6ATHAtexi,6atha_e,6 acetylthiohexanoic acid,C2H,Presence
6ATHAtexi,6atha_p,6 acetylthiohexanoic acid,C2H,Presence
6HNACMO,6hnac_c,6-Hydroxynicotinate,C6H4NO3,Presence
6HNACMO,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
6HNACMO,co2_c,CO2 CO2,CO2,Presence
6HNACMO,dhpyr_c,"2,5-Dihydroxypyridine",C5H5NO2,Presence
6HNACMO,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
6PGALSZ_1,lac6p_c,Lactose-6-phosphate,C12H21O14P,Presence
6PGALSZ_1,dgal6p_c,D-Galactose 6-phosphate,C6H11O9P,Presence
6PGALSZ_1,glc_D_B_c,Beta-D-Glucose,C6H12O6,Presence
A4GA,4abut_c,4-Aminobutanoate,C4H9NO2,Presence
A4GA,glx_c,Glyoxylate,C2HO3,Presence
A4GA,gly_c,Glycine,C2H5NO2,Presence
A4GA,sucsal_c,Succinic semialdehyde,C4H5O3,Presence
A4PA,4abut_c,4-Aminobutanoate,C4H9NO2,Presence
A4PA,pyr_c,Pyruvate,C3H3O3,Presence
A4PA,ala__L_c,L-Alanine,C3H7NO2,Presence
A4PA,sucsal_c,Succinic semialdehyde,C4H5O3,Presence
A6PAG,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
A6PAG,gal_c,D-Galactose,C6H12O6,Presence
A6PAG,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
A6PAG,dgal6p_c,D-Galactose 6-phosphate,C6H11O9P,Presence
AABTN,4aabutn_c,4 Acetamidobutanoate C6H10NO3,C6H10NO3,Presence
AABTN,4abut_c,4-Aminobutanoate,C4H9NO2,Presence
AABTN,ac_c,Acetate,C2H3O2,Presence
AAC24DABA,aac24dab_c,N alpha AcetylL 2 4 diaminobutyrate,C6H12N2O3,Presence
AAC24DABA,24dab_c,"L-2,4-Diaminobutanoate",C4H10N2O2,Presence
AAC24DABA,ac_c,Acetate,C2H3O2,Presence
AACOAR_syn,aacoa_c,Acetoacetyl-CoA,C25H36N7O18P3S,Presence
AACOAR_syn,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
AACOAR_syn,3hbcoa__R_c,(R)-3-Hydroxybutyryl-CoA,C25H38N7O18P3S,Presence
AACOAR_syn,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
AACOAT,acac_c,Acetoacetate,C4H5O3,Presence
AACOAT,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
AACOAT,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
AACOAT,aacoa_c,Acetoacetyl-CoA,C25H36N7O18P3S,Presence
AACOAT,amp_c,AMP C10H12N5O7P,C10H12N5O7P,Presence
AACPS2,ACP_c,Acyl carrier protein,C384H603N96O142P0S3,Presence
AACPS2,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
AACPS2,ttdcea_c,Tetradecenoate (n-C14:1),C14H25O2,Presence
AACPS2,amp_c,AMP C10H12N5O7P,C10H12N5O7P,Presence
AACPS2,tdeACP_c,Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),C398H627N96O143P0S3,Presence
AACPS4,ACP_c,Acyl carrier protein,C384H603N96O142P0S3,Presence
AACPS4,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
AACPS4,hdcea_c,Hexadecenoate (n-C16:1),C16H29O2,Presence
AACPS4,amp_c,AMP C10H12N5O7P,C10H12N5O7P,Presence
AACPS4,hdeACP_c,Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1),C400H631N96O143P0S3,Presence
AACPS7,ACP_c,Acyl carrier protein,C384H603N96O142P0S3,Presence
AACPS7,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
AACPS7,ddca_c,Dodecanoate (n-C12:0),C12H23O2,Presence
AACPS7,amp_c,AMP C10H12N5O7P,C10H12N5O7P,Presence
AACPS7,ddcaACP_c,Dodecanoyl-ACP (n-C12:0ACP),C396H625N96O143P0S3,Presence
AACPS9,ACP_c,Acyl carrier protein,C384H603N96O142P0S3,Presence
AACPS9,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
AACPS9,octa_c,Octanoate (n-C8:0),C8H15O2,Presence
AACPS9,amp_c,AMP C10H12N5O7P,C10H12N5O7P,Presence
AACPS9,ocACP_c,Octanoyl-ACP (n-C8:0ACP),C392H617N96O143P0S3,Presence
AACTOOR,aact_c,Aminoacetone,C3H8NO,Presence
AACTOOR,mthgxl_c,Methylglyoxal,C3H4O2,Presence
AADSACYCL,thp2c_c,"2,3,4,5-Tetrahydropyridine-2-carboxylate",C6H8NO2,Presence
AADSACYCL,L2aadp6sa_c,L 2 Aminoadipate 6 semialdehyde C6H11NO3,C6H11NO3,Presence
AADa,aad_c,Acetyl-adenylate,C12H14N5O8P,Presence
AADa,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
AADa,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
AADa,amp_c,AMP C10H12N5O7P,C10H12N5O7P,Presence
AADb,ac_c,Acetate,C2H3O2,Presence
AADb,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
AADb,aad_c,Acetyl-adenylate,C12H14N5O8P,Presence
AAMYL,14glucan_c,"1,4-alpha-D-glucan",C36H62O31,Presence
AAMYL,malthx_c,Maltohexaose,C36H62O31,Presence
AASAD3,L2aadp6sa_c,L 2 Aminoadipate 6 semialdehyde C6H11NO3,C6H11NO3,Presence
AASAD3,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
AASAD3,L2aadp_c,L 2 Aminoadipate C6H10NO4,C6H10NO4,Presence
AASAD3,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
AATA,2oxoadp_c,2 Oxoadipate C6H6O5,C6H6O5,Presence
AATA,glu__L_c,L-Glutamate,C5H8NO4,Presence
AATA,L2aadp_c,L 2 Aminoadipate C6H10NO4,C6H10NO4,Presence
AATA,akg_c,2-Oxoglutarate,C5H4O5,Presence
ABTA,4abut_c,4-Aminobutanoate,C4H9NO2,Presence
ABTA,akg_c,2-Oxoglutarate,C5H4O5,Presence
ABTA,glu__L_c,L-Glutamate,C5H8NO4,Presence
ABTA,sucsal_c,Succinic semialdehyde,C4H5O3,Presence
ABUTD,4abutn_c,4-Aminobutanal,C4H10NO,Presence
ABUTD,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
ABUTD,4abut_c,4-Aminobutanoate,C4H9NO2,Presence
ABUTD,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
